Tip,chinese_name,content,episode,movie_name,ranking,score,score_num,summary
13话/2007年4月28日/もりたけし/石ノ森章太郎,骷髅人,"误当做骷髅13去补的片子(自重,更因懒得下片导致画面模糊初期都分不清谁是谁(bgm30)(亟需自重.以记者视角的展开相当容易代入感,不过随之产生的长期游离在""真相""边缘的焦躁感也很难受...简单说就是慢热,到最后几集各种势力全一股脑儿地涌了出来,从都市传...",13,THE SKULLMAN,2409,6.9,130,特摄之父石ノ森章太郎《骷髅人》（『THESKULLMAN』）TV动画化！
12话/2013年1月4日/高橋丈夫/橙乃ままれ,魔王勇者,原文链接[http://caucanimax.com/blog/even-if-enemy-is-the-whole-world/]在天朝这个神奇的国度，经常会遇到一些让人愤怒又无奈的事情。尤其是当你到政府部门办事，交个罚款，办个证件啊，你就会深深地体会到什么叫做大爷什么叫做屁民。看着那些柜台后面椅子上气定...,12,まおゆう魔王勇者,2421,6.9,2959,这是一个人类与魔族持续着征战的世界。
1话/2013年8月28日/山川吉樹/Key/飯塚晴子,Little Busters! OVA,lb的主题比较鲜明，即友情。动画就是通过一系列时间浓墨重彩地刻画了lb众人之间那份令人动容的友情。情节设计lb与其说是在讲一个好故事，不如说是通过讲故事去挖掘感动，所以说世界观也好主线也好都是为了构造出能够打动人的情节，从而达到让你感动的目的。故事本...,1,リトルバスターズ! 番外編,2425,6.9,510,平静略显无聊的日子里，枣恭介、枣铃、井之原真人、宫泽谦吾以及直枝理树等LittleBusters的各位坐在一起聊天。真人讨厌被大家称为宇宙笨蛋，恭介则适时提出了强者挑战赛，拿到冠军自然有机会为自己正名，此外他还为在场的各位设定了种子排位。在此之后，接二连三有趣搞怪的挑战赛在校园内举行。与此同时，来谷唯湖则帮助西园美鱼、神北小毬、能美·科多缭卡等人解决各种各样的人生难题，反倒闹出不少笑话。
1话/2019年9月26日/橋本裕之/Koi（芳文社「まんがタイムきららMAX」連載）/奥田陽介,请问您今天要来点兔子吗？？～Sing for You～,闲着没事这次ｏｖａ截了些图，有些截得不是很好，请大家见谅。,1,ご注文はうさぎですか？？～Sing For You～,2433,6.9,447,音楽会のソロパートに選ばれたチノ。特訓をお願いされたリゼは、人前で歌うことに慣れさせようとカラオケ大会を開催しますが、チノの練習というよりは、みんなで盛り上がってしまいます。緊張したチノは当日ちゃんと歌えるのでしょうか──!?
16话/2013年4月6日/伏見つかさ,我的妹妹哪有这么可爱。,一直以来，哥妹恋是一个禁区。哥哥和妹妹，他们曾经生活在一起，娱乐在一起，然后，他们相恋在一起也就没有什么稀奇的。困住哥哥和妹妹的，并不是思想，而是所谓的家教和法律。前者会经常性的破坏相处的氛围，后者则直接秒杀掉哥哥的幻想。哎。。。。这部作品的标题内涵大...,16,俺の妹がこんなに可愛いわけがない。,2445,6.9,5517,哥哥高坂京介（17岁）和妹妹高坂桐乃（14岁）兄妹两人的关系近几年处于冷战状态。从某个时间点开始，桐乃看到哥哥时连打招呼都没有，只会用像是看到脏东西般的眼神瞪他。京介认为这种关系也会一直持续下去。
77话/2011年4月7日/川口敬一郎/篠原健太/中武学,学园救援团,这部作品还是因为看和银魂的合作篇才了解到的，很多很多评价都会带到“校园版银魂”之类的标签，但是我看来是完全不一样的作品，两个作者放入作品的感情和信念都是完全不一样的，不晓得是不是因为银魂的光环或者别的一些什么把这部作品掩盖掉了，但是实际上是非常不错的...,77,SKET DANCE,2450,6.9,816,由开盟学园的学生BOSSUN、SWITCH、姬子三个人组成的以帮助别人解决问题为目标的学部活动“SKET团”（学院救援团），是接受同学委托，帮忙处理麻烦事的社团。“基本搞笑但时而认真”，毎一回SKET团都会解决种种不同的困难，除了有解谜，动作等元素外，还有其他搞笑元素等。
13话/2017年1月7日/安藤良/ペトス（講談社「ヤングマガジンサード」連載）/川上哲也,亚人酱有话要说,本来是以为是个日常治愈搞笑番，但看到后面就开始有一些不应该出现的情节和黄段子。例如1.我觉得高桥作为老师，不管怎么样都不应该在学生的面前说sex这个词，还搞得别人一脸害羞，真的莫名其妙2.我觉得亚人学生们对这样一个亚萨西的老师的态度不应该是那种恋爱情愫的...,13,亜人ちゃんは語りたい,2452,6.9,1306,魅魔、无头骑士、雪女、以及吸血鬼——。与我们人类略有不同，他们就是“亚人”。在最近则是被称作Demi。
30话/2016年6月24日/鄭健和、鄧志輝,武庚纪之逆天之决,2016年刚开始更这部的时候，头两集让我觉得无聊就搁置了，按照一贯看玄机作品的习惯，准备攒半年再看，攒了一年之后收了23集（笑）可以说是艰辛的劳动了但是！一次性看真的是非！常！好看！喜欢！(bgm108)真是超爱的玄机做出来的人物模子是最不用担心的，质感也很好。目前剧情...,30,武庚纪,2454,6.7,53,纣王断然拒绝“天”的神谕，将之投入火炬里烧毁，公然发布反抗神族之宣言。神族之主——“天”为此勃然大怒，带领神族的天间六部与周国军队来讨伐大商国。纣王与远古神兽不死鸟分享血与肉体，得到了原本属于神族才拥有的原始界神力。可惜还是不敌“天”之无色界神力，最后功败垂成。纣王之子武庚得到母亲妲己之帮助，逃过神族的追捕。后来沦落为采矿工厂的奴隶，武庚从不赞同父亲的做法到体验到神族所带来的不平等待遇，立志颠覆神族。
1话/2014年10月1日,魁拔Ⅲ 战神崛起,首先声明，作为认真看过前两部的人，这次还能特意买票进场就已经是对魁拔系列的肯定了。棒棒糖一颗过后吐槽马上开始。世界观和剧情无需再说了。上一部进入套路之后，什么开头什么结局都是钉钉子的事了。也许国内大众的审美就是这样简单朴(cu)素(bao)，你看过恐龙战...,1,魁拔Ⅲ 战神崛起,2456,6.9,254,历经惨烈的元泱界大战，成功突破魁拔十二妖第一道防线的蛮吉（刘婧荦配音）、镜心（刘校姝配音）一行，为追赶曲境一号再踏征途，却意外闯入萨库人大仓（王宇腾配音）与粼妖姑娘海问香（姚姝配音）所设下的诡异防线。面对大仓与海问香的步步紧逼，蛮吉等人无奈应战。激战中，神秘少年敖江（刘校姝配音）凭空出现、曲境一号舰长远浪（杨晨配音）更做出种种令人匪夷所思的决定，让本已复杂的局面，越发显得扑朔迷离；而机缘巧合下，脉门封闭已久的蛮吉竟意外开启六大脉门，化身无敌战神，携魁拔脉兽驰骋于漫天烽火中，上演了一场气势磅礴的惊世之战……
1话/2015年9月25日,"Wake Up, Girls! 青春之影",志向与现实，身处天堂的地狱唉，天国的山本宽。明明才华横溢，理想丰满，但现实却很骨感。精心制作的作品不受待见，一肚子的苦水无人诉说。在业界摸爬滚打那么多年，明明有着和神前晓比肩而立的才华，却背负着过街老鼠人人喊打的名声，此可谓一个天堂，一个地狱。不被人认可的...,1,"Wake Up, Girls! 青春の影",2467,6.9,271,"全2部作となるアニメ『WakeUp,Girls!続・劇場版』。その前編「青春の影」の公開日が2015年9月25日（金）に決定し、キービジュアルが発表された。「青春の影」というタイトルに相応しく、光（舞台上）と影（舞台裏）の狭間にいるWakeUp,Girls!のメンバーを描いており、東京へと進出する彼女たちの希望と不安が入り交じる未来のような一枚となっている。"
13话/2014年10月5日/天衝/FrontWing/渡辺明夫,灰色的果实,剧透QAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQQAQ三部...,13,グリザイアの果実,2471,6.9,2029,——这样子好吗？
10话/2012年4月4日/金﨑貴臣/木村心一/田頭しのぶ,这个是僵尸吗？OF THE DEAD,好歹先写个介绍高中生相川步被连环杀人事件的凶手杀死了却因为死灵法师的力量复活然后又变成了魔装少女！？还有美少女吸血鬼当老婆！？这是一个过没羞没臊日子的男淫的故事。。。正确的说是没羞没臊的僵尸。。。僵尸步又完结了上一季是把持了一个季度最后...,10,これはゾンビですか? オブ・ザ・デッド,2477,6.9,2696,原作は木村心一によるライトノベル作品。監督は金貴臣、シリーズ構成は上江洲誠、脚本は森田繁＆待田堂子がそれぞれ担当している。主人公と少女たちが繰り広げるカオスな学園ラブコメ作品。毎回キャストが変わる「妄想ユー」システムもみどころ。
6话/2008年2月3日/うえだしげる/石原満,记忆女神的女儿们,（第一话，1990年）Rin把青山制药开发部的主管麻倒之后，打开他的笔记本（MacintoshPortable?），接上了电话线，在FreeBSD（/dev/cuaa1是仅限FreeBSD及类似内核的设备名。1993年发布的）下用ppp拨号（pppd2.1.2），接入公司内网。Rin拨号完毕后，用xmodem协议下载某种资料到她的3...,6,Mnemosyne —ムネモシュネの娘たち—,2479,6.9,1261,在新宿开设事务所的少女麻生祗燐，不断地经历着不寻常的事件。在寻找猫的过程中，她无意发现一位记忆模糊的青年——前埜光辉。在帮助他寻找记忆的工程中，渐渐发现青山制药同此事件有着密切的联系。
12话/2015年1月8日/龍輪直征/川井マコト（芳文社「まんがタイムきららミラク」連載）/潮月一也,幸腹涂鸦,第一集新房风最少，第一集最安定，二集三集新房风一集比一集浓厚，一集比一集难看。这片最大的失败就是给shaft来拍。。。,12,幸腹グラフィティ,2481,6.9,1266,本作的故事描述中学二年级的学生町子凉，因父母双方都身在海外工作，而原本照顾着自己的奶奶也已过世，开始独自生活后的凉才发现自己料理手艺退步的非常严重，开始后悔当初没有听奶奶的话进行厨艺训练。就在某一天家中突然来了一名寄宿少女——森野麒麟，在凉为麒麟做了一道火锅后才发现，原来变差的并不是手艺，而是因为餐桌上没有其他人陪伴的关系。以温暖人心的料理为重心，凉与麒麟的同居生活才正要开始！
4话/2002年03月02日/石井克人、小池健,拉瓦拳星球,在下觉得这部动画的主线故事讲的挺清楚的啊，这不过有的同学接受不了非专业声优的演技和话唠对话而已吧。分镜作画也简直没话说，小池健的人设实在太精细了，这种野性全开的感觉真是欲罢不能，好了，去看redline吧...,4,Trava: Fist Planet,2482,6.7,58,TRAVA是军中的王牌飞行员，由于实力远远高于其他人反而被踢出了军队，专属机械师深海也跟着失业。为了能参加FISTPLANET飞船大赛赢取巨额奖金，两人搭档接受了危险的工作，前去探测不明行星。途中，他们搭救了一位独自漂流在宇宙中的红发女郎蜜克鲁。
1话/2016年6月29日（法国）、2016年9月17日（日本）/MichaëlDudokdeWit/MichaëlDudokdeWit,红海龟,《LaTortueRouge（红海龟）》，很不错的美术片，导演是法国的MichaelDudokdeWit，可能大家都看过他在2000年获得奥斯卡的《Fatheranddaughter》，本片也与《父与女》类似，贯穿了主角人生的始终，带有很浓重对人生活的表达。本片的可解读性不佳，试图强行分析导演的表达...,1,La Tortue Rouge,2483,6.8,99,本片采取默剧方式表现，内容描述著一名男人试图乘着木筏逃离一座孤岛；而在逃离过程中碰到一头巨大的海龟所发生的故事。于2016年5月18日的第69届戛纳影展上以“一种注目”方式先行展出。
13话/2015年6月26日/小新,狐妖小红娘 下沙篇,说起看国漫，我第一个想到的就是这部，我不知道我为什么会首先想到它，也早就忘记了是从哪里听说了它，不过这证明我确实挺喜欢它。我本意是想写些什么夸夸它的，但我还没有写多少字便发现了一个问题：我能找到它很多的缺点但却找不到很多足够独树一帜的优点，也许这在通常意...,13,狐妖小红娘 下沙篇,2499,6.9,510,《狐妖小红娘》的故事围绕人与妖之间的爱情展开。根据古典小说记载，世上有人有妖，妖会与人相恋，妖寿命千万年，人的寿命有限，人死了，妖活着。人会投胎转世，但投胎以后，不记得上辈子的爱。妖如果痴情的话，就去找狐妖“购买”一项服务，让投胎转世的人，回忆起前世的爱。狐妖红娘这一个角色就这样诞生，作品主要讲述了以红娘为职业的狐妖在为前世恋人牵红线过程当中发生的一系列有趣、神秘的故事。
12话/2019年1月8日/河本ほむら・尚村透（掲載月刊「ガンガンJOKER」スクウェア・エニックス刊）,狂赌之渊 ××,看这个番的初衷，是对于赌博游戏本身和夸张表现手法的好奇。第一季里，基本诠释了久赌无赢家（除了学生会会长）和赌博的代价是无底洞，其实表现的还是蛮好的。虽然严格意义上来讲，主要是游戏玩家和老千的对决。第二季里，说实话，没什么赌博的要素了，看到后半段我真的感觉很...,12,賭ケグルイ××,2503,6.9,1235,良家子女聚集的名门学校，私立百花王学园。君临这所被赌博所支配的学园顶点的是，支配弱者的人生、甚至对政界财界都拥有影响力的绝对支配者，学生会。然而，学生会长桃喰绮罗莉，突然宣言了学生会的解散及总选举。
12话/2013年4月9日/かおり/三上小又/田畑壽之,悠悠式,悠悠式这部作品就算不算很有人气，制作上也绝对对得起认真用心的评价。有关制作的详细信息，动画条目下面的另外一篇评论已经总结得比较清楚了，不再赘述。剧集评论大致上是毁誉参半，无聊，电波之类的批评还是比较多。我觉得被评价为无聊是没办法的事，13年那个时候业界...,12,ゆゆ式,2520,6.9,820,故事主要描写了“情报处理部”的三位成员——野野原柚子、日向缘、栎井唯的轻松欢闹校园生活。
25话/2017年4月5日/増井壮一/AlexandreS.D.Celibidache/関口可奈味,樱花任务,我是个长期留美的留学生，从本科一直到双硕士此番下载了许久但一直没有补完，直到今天回国的飞机上看完了番剧的剧情很新颖-致富经但内容非常平凡且扎实平凡到中间剧情很想让人快进之前有小伙伴提过看樱花任务需要get其中的一些点比如平凡人的努力，积极向...,25,サクラクエスト,2523,6.9,2066,木春由乃是个从乡下前往东京，即将短大毕业的普通的二十岁女生。
24话/2013年4月4日/元永慶太郎/創通／フィールズ/平井久司,银河机攻队 Majestic Prince,又名：《银河机攻队之庄严王子》来源：官方网站（电视动画[http://mjp-anime.jp/tv/mecha/index.html]、电影[http://mjp-anime.jp/movie/mecha/index.html]）、曙光社字幕组、天香字幕社和A.I.R.nes字幕组、维基百科、个人总结◇第一集〖全球防卫军〗/全地球防卫...,24,銀河機攻隊 マジェスティックプリンス,2525,6.9,557,地球历2110年。成功进入宇宙的人类，把多个资源小行星收归入囊，他们认为这样就与未来和繁荣挂钩了。
2019年11月17日/小平麻紀/安田周平,宝可梦,第一集讲了皮卡丘遇见小智前的故事。袋龙妈妈救了皮丘，还把皮丘当自己孩子一样带着，袋龙妈妈真好啊，最后力不从心还要坚持带着皮丘跑。皮丘感觉到了袋龙妈妈的力不从心，深夜告别了袋龙妈妈和小袋龙（怎么感觉这段被我讲的这么无聊）。年纪大了看点真善美的东西都十分...,*,ポケットモンスター,2540,6.6,51,ポケットモンスター、縮めてポケモン。
1话/2013年7月26日/えすのサカエ,未来日记Redial,虽然很喜欢由乃但是又十分想求个基佬HE啊(bgm38),1,未来日記リダイヤル,2543,6.9,1143,讲述了在三周目的世界，我妻由乃取回了记忆，前去迎接天野雪辉期间所发生的事情。
1话/2012年5月25日/水島努/綾辻行人,Another 第0话,第零卷扣“因果”这个题扣得真不错，不过主要作用还是看双子卖萌XDAnotherTV中气氛刻画的功力就可圈可点，0话后半段从MISAKIx2的告别到鸣看妹子倒下后的震惊和稀薄的绝望不仅一气呵成，视觉的撕裂感也相当新鲜，忍不住把这段镜头拉出来梳理一下wX光片解剖：该...,1,Another 第0話,2553,6.9,1833,在一个阳光明媚的日子里，左眼戴着眼罩的美少女被人搭讪，女孩则冷冷地讲述关于二重身的恐怖传说，不久果然有一个同样戴眼罩、长相与之完全相似的女孩走了过来，吓得男孩落荒而逃。原来后来者便是见崎鸣，恶作剧的女孩则是她自幼便分离的双胞胎姐妹未咲。性格不同的两姐妹结伴游玩，讲述着关于身世、血缘最真实的感受。令见崎担忧的是，她的左眼隐隐看到即将发生在未咲身上的不祥征兆，次日去游乐场的路上，她无论如何希望守护未咲。姐妹俩快乐而短暂的一天……
1话/2019年7月26日/饺子（杨宇）,1,近期新冠病毒太无聊，想到一些事情有感而发。以下仅代表个人的浅薄观点。哪吒魔童降世这部作品玩了个花招，把缺乏逻辑没有思辨能力的观众可全绕进去了。就是用哪吒天生是“魔丸”被歧视而熬丙是灵珠来渲染二者前期命运的不同以及最后哪吒“魔童”战胜敖丙“灵珠...,饺子（,哪吒之魔童降世,2574,6.9,1376,天地灵气孕育出一颗能量巨大的混元珠，元始天尊将混元珠提炼成灵珠和魔丸，灵珠投胎为人，助周伐纣时可堪大用；而魔丸则会诞出魔王，为祸人间。元始天尊启动了天劫咒语，3年后天雷将会降临，摧毁魔丸。太乙受命将灵珠托生于陈塘关李靖家的儿子哪吒身上。然而阴差阳错，灵珠和魔丸竟然被掉包。本应是灵珠英雄的哪吒却成了混世大魔王。调皮捣蛋顽劣不堪的哪吒却徒有一颗做英雄的心。然而面对众人对魔丸的误解和即将来临的天雷的降临，哪吒是否命中注定会立地成魔？他将何去何从？
27话/2010年4月1日/桜井弘明/藤原ヒロ(白泉社「月刊LaLa」連載)/井本由紀,会长是女仆大人,"这次四月新番我连各动漫网站列的list都没有看←都不知道有些神马番,囧...就先看了几个有些心水的w逆转监督对于此片,我只有一句话:""燃えろ——!関君!""小關乃怎麼能這麼這麼燃,頓時內牛滿面...前些天知道小関將要主役此番的時候差點拍桌拍到爛...我家...",27,会長はメイド様!,2588,6.9,2662,前身为男校的星华高中，学生会长美咲为了保护女学生，天天和旁若无人的男学生们战斗。然而，身为学生会长的她，却有个不为人知的秘密──在女仆咖啡馆打工！而这个不为人知的秘密，却在某天被学校的模范生──碓冰发现了。故事就此开始……
12话/2007年7月8日/ヤマグチノボル/藤井昌宏,零之使魔 双月骑士,"2019.11.11光棍节看完这种（笑），这种傲娇真是非常原始又非常和我胃口啊，之后更加刻板套路化的反而…1V7万时候真是好帅，这季狗粮很多卖肉也很多,露易丝也很可爱，总感觉和第一季比缺了什么【2019.11.25】12集结婚仪式，稍微拜会一下七万军势。赞，有一种这才是男人啊，第二...",12,ゼロの使い魔 双月の騎士,2589,6.9,2849,被卷入异世界的才人，一直寻找着回到原来世界的方法。终于有一天，他遇到了能够回到日本的千年一遇的好机会，但是，才人为了拯救陷入危机的主人露依斯，果断地放弃了这个机会留了下来，最终依然选择作为贫乳的使魔生活下去。
12话/2011年4月7日/小野学/黒田bb（芳文社「まんがタイムきららキャラット」連載）/佐々木政勝,A频道,1.本作属于芳文社萌系四格漫中较早期的标配小组式学园日常百合作品，其他还有更早的《向阳素描》（万恶之源，小圆脸的画风和除晓美焰以外角色的原型皆出自于此）以及后来的《黄金拼图》（还是种田适合老子）等，亦是不出意外从第一集就可以看透全篇走向的类型。2.画风和音...,12,Aチャンネル,2598,6.9,1764,A-Channel是黒田bb的四格漫画原作，于芳文社的月刊雑誌『まんがタイムきららCarat』2008年12月号起开始连载。
12话/2019年10月2日/迫井政行/土日月（株式会社KADOKAWA/カドカワBOOKS刊）/戸田麻衣,慎重勇者 ～这个勇者明明超强却过分慎重～,"关于男主的一些无端迫害的解释(在尽量不涉及剧透的情况下)1.为什么男主要对剑圣进行殴打？此处需要进行对作者设定的一些解释。首先男主所在的异世界难度是S级的，这个字不是看看就好，在这个世界最难的是SSS,SS,S很明显男主的世界是很难的，毕竟魔王上来就堵门，四大...",12,慎重勇者 ～この勇者が俺TUEEEくせに慎重すぎる～,2599,6.9,2689,废柴女神莉丝塔要负责拯救超难模式的世界。
12话/2011年10月8日/アサウラ,便·当,半价便当争夺战算得上是十月份的一朵奇葩了吧我可是大爱的呦~~~拿我挚爱的晚上饭做文章的动漫与其在架空的时空中写一些光怪陆离的故事不如就把他写成日常中的不可思议吧这难道是现在轻小说的发趋势？都市传说最高？在很久很久以前~~有一群中午饭吃的很饱...,12,ベン・トー,2601,6.9,2526,朝浦的日本轻小说作品，由柴乃棹人负责插画。
26话/2008年4月3日/加戸誉夫/矢吹健太朗・長谷見沙貴/岡勇一,出包王女,首先说一下，本人不是老宅，看番也没有100以上，所以以下评论不是很专业，这里的初代本人指该作品还没有完全沦为纯卖肉甚至近里番的时期。以下无图，貌似发布后也没机会补充...小学的时候第一次接触（看了1集不到。。。），初中开始正式补，当年清纯的我把第一季动画当作恋...,26,To LOVEる -とらぶる-,2602,6.9,2495,超级纯情的结城梨斗，本来下定决心试图向倾慕的春菜表白。可是，因为一场误会，向突然在他面前从天而降的外星美少女－菈菈表白。可爱，又带点Ｈ的笑闹爱情喜剧登场!!
12话/2011年10月6日/平坂読,我的朋友很少,只看动画，平板毒的这碗毒鸡汤肯定还没喝到最毒的地方其实看动画之前我先看了半卷小说，看到郭德纲打gal走基友线就隐隐感觉有毒，毕竟结局我也多有耳闻，这个伏笔可能把相当根本的问题戳出来了，不过当时动画制作组恐怕之把这当个笑料，直接删掉了。最根本的一点，小鹰的...,12,僕は友達が少ない,2614,6.9,5600,在學校總是獨來獨往的羽瀨川小鷹，在一次偶然的情況下，目擊到總是擺出一副臭臉的美少女三日月夜空一個人很開心地自言自語。
51话/2014年10月2日,偶像活动 第三年,当年，出第二季的时候，很多人说官方没有明确说明分季，于是就一直拖着没有拆分条目，现在官网明确分季了：http://www.aikatsu.net/01/index.htmlhttp://www.aikatsu.net/02/index.htmlhttp://www.aikatsu.net/index.html发售BD的时候也分季了：http://www.aikatsu.n...,51,アイカツ!3年目,2617,6.6,68,個性豊かなアイドルたちが、活躍しているアイカツ！の世界！
12话/2014年7月7日/しづかあつこ/浜弓場双（芳文社「まんがタイムきららフォワード」連載）/渡辺敦子,花舞少女,《花舞少女》最初给我留下印象的是萌度爆表的人设和喜闻乐见的无男主设定。至于什么是夜来舞乃至女主角们手上的“刷子”是做甚用的就完全不关心——嘛，当然看到现在都已经知道这片是一个美国孩子带领菊花国的各位一起研习菊花国传统舞艺（大概？）的故事就是了。老...,12,ハナヤマタ,2618,6.9,1247,容貌普通、头脑普通、美术或体育……什么都是普通水准。
1话/2018年1月13日,剧场版 魔神Z / INFINITY,在观看之前，本以为自己对这部剧场版的效果已经大致有数了，但看完后，才发现自己还是太年轻了。所以要问感受的话，我肯定会说：“意料之内外”先从画面开始说吧，虽然有向现代的画风靠拢，但还是在一定程度上保留了原作的风格，至少在人设方面永井豪的风格十分强烈，机设大致...,1,劇場版 マジンガーZ / INFINITY,2623,6.8,223,邪恶天才科学家地狱博士（石冢运升配音）企图征服世界，人类因此而陷入灭亡危机，在驾驶魔神Z的兜甲儿（森久保祥太郎配音）以及其他伙伴们的努力下，世界得以恢复和平。十年后，兜甲儿不再是超级机器人的驾驶员，而是成为了一名科学家。某日，他在富士山地底见到了被埋在山底的超巨大遗迹——INFINITY无限魔神，以及同时出现的神秘生命体“莉莎”（上坂堇配音）。而在同一时刻，地狱博士突然神秘地复活了，他还打算利用INFINITY无限魔神所潜藏的无限可能性，完成他征服世界的野心……就在这千钧一发之际，传说中的驾驶员兜甲儿与魔神Z再次挺身而出拯救人类……
12话/2012年1月6日/柳沢テツヤ/石踏一榮/ごとうじゅんじ,High School D×D,绝对少了俩个章节。为什么视而不见呢。,12,ハイスクールD×D,2643,6.8,2476,兵藤一诚本是一个平凡的高中生，却莫名其妙地在第一次约会当中被真身为堕天使化身的女友杀害！
1话/2014年9月6日,攻壳机动队ARISE border:4 Ghost Stands Alone,致敬一些+这个：（而且还是作为结尾画面的...）,1,攻殻機動隊ARISE border:4 Ghost Stands Alone,2644,6.8,329,戦後復興の兆しある2028年冬――。
12话/2009年10月1日/川口敬一郎/藤原里,猫愿三角恋,万物皆可萌，这大概是川口监督的座右铭。于是在本片中，无论是女人还是猫，卖起萌来都是不遗余力。而一直隐忍不发的男主，也终于在倒数第二话露出本性，以猫耳属性成功翻盘，目标直指本片最萌宝座（我可耻的被男主萌到了……）。而川口监督的另一法宝，则是Neta恶搞。虽然跟两...,12,にゃんこい!,2646,6.8,1139,“如果不实现一百个猫的愿望，你……会变成猫哦”。超不喜欢猫，而且对猫过敏的高中生～润平在因为某件事变成了能听懂猫语言的体质！在实现猫的愿望之中，与饲主的美少女和年长的大姐姐等，变成或好或坏的关系！被单相思的天然美少女～枫误解、饲主～尼克亚穆萨罗嗦等等！猫×男高中生×美少女们交织而成的可爱的爱情喜剧即将展开
"12话/2020年1月8日/吉平""Tady""直弘(吉平直弘)/桑原太矩（講談社「good！アフタヌーン」連載）",空挺Dragons,《猎龙飞船》毫无疑问是一部争议挺大的番剧，评价肯定也是两极化的。我个人是反捕鲸的，虽然动保当下被很多人看不起。我也知道野生动物无论存或亡，都不能让人多赚一笔钱，不能让人少上一天班。但我真的是情感上无法认同以人类的科技树对数量稀有的家伙们进行碾压，吊...,12,空挺ドラゴンズ,2647,6.8,301,空之霸者·龙“Dragon”，这一存在对于大多数地面上的人类来说是威胁，也就是一场灾难，同时也是制药、炼油以及食用这些价值的“藏宝山”。有一种存在专门狩猎这样的龙“Dragon”，他们操纵着捕龙船，穿越天际，狩猎恶龙，以此持续着他们的旅行。他们就是“捕龙人”。这是一个关于一艘名为“昆·扎扎号”的捕龙船以及在这个船上的船员们的物语。
26话/2014年10月2日,高达G之复国运动,【G之复国运动的开始～富野由悠季传达给你へ】byMechaAnime_Fan_SubB站地址：http://www.bilibili.com/video/av6494024/这次给各位带来的是高达G之复国运动的特典：【G之复国运动的开始～由富野由悠季向你传达的へ】的翻译视频。本视频时长约一个半小时，属于一个...,26,ガンダム Gのレコンギスタ,2664,6.8,749,宇宙移民与宇宙战争的历史—宇宙世纪（UC）终结后，时光飞逝，人们迎来新的历史RegildCentury（RC），并开始了繁荣与和平的生活。
12话/2016年4月7日/大沼心/琴慈『あんハピ♪』（まんがタイムきららフォワード芳文社刊）/大島美和,Anne Happy♪,动画制作：SILVERLINK.导演：大沼心音乐：MONACA虽然不是很了解silverlink这个公司，但就从annehappy这个作品来看，这个公司的制作还是不错的，我印象中没有崩的场景，当然这也是因为萌系作品的原因，很多动作和脸部表情并不用刻画的那么仔细，用Q版可爱即可，换句话来说便...,12,あんハピ♪,2666,6.8,1161,“我可是非—常幸运的哟！”可怜的少女们今天也元气满满地展开的激励系喜剧。
1话/1984年2月11日/大島弓子,棉花国之星,本片是在表现猫的各种习性而已，然后加以润色，编入一点故事，制作上把猫拟人化，只是视觉化，并非真正意义上的人外猫娘。以猫的视角讲述故事，这是我见过的最可爱的猫娘了，虽然非常喜欢猫，但是不喜欢猫的习性，猫很好养也不好养，你对它在怎么好，它始终会离家出走（就像本片里面的...,1,綿の国星,2668,6.6,53,故事发生在东京荻洼。一只小波斯猫被抛弃在湿冷的街角，后被一名叫须和野时夫的高考补习生捡回家里养。父母正为时夫的学业前途感到一筹莫展之时，小猫竟使原本郁郁寡欢的时夫顿时精神焕发。时夫的母亲原本对猫十分过敏，决定无论如何也要饲养这只猫，即使后来几次三番地被小猫吓晕甚至病倒。
1话/2010年9月18日/水島精二/矢立肇、富野由悠季/千葉道徳,机动战士高达00 先驱者的觉醒,这部剧场版作为00的终结篇，很稀少的采用了完全原创的形式。故事一开始还恶搞了一波4小强，也给傻子那开了一次FLAG，展现了战后的和平。然后剧情正式开始了，一波一波的高潮应接不暇。宇宙手推车的战斗是第一个小看点，巨大MA+无数的GN獠牙+变革者确实是很精彩。然后...,1,劇場版 機動戦士ガンダム00 -A wakening of the Trailblazer-,2672,6.8,1580,刹那·F·塞耶与变革者首脑－里朋斯·阿尔马克的最终决战后两年（西元2314年），部分变革者对以纯种变革者刹那为首的势力感到不满而借助地球联邦之力，企图掀起新的战争。刹那与其他天上人成员将再次杜绝战争的根源。从动画第二季第25集末段及剧场版特报，可判断剧情将会涉及木星与伊欧利亚计划的最后阶段。
38话/2012年6月4日/原泰久,王者天下,看剧情发展，已经关注程度，第一部分能到王骑与庞煖对战那段就不错了。psp上的游戏也就是出到这个部分了。第一阶段的高潮也就是这一站，王骑成为信人生的导师。,38,キングダム,2675,6.8,280,古中国，春秋战国乱世，因战乱而成为孤儿的两名少年——信与漂，他们的梦想是立下赫赫战功成为大将军。其后漂被在朝大臣昌文君召入宫，不久因卷入朝内势力斗争而殒命。借助漂在临死前所托付的地图，信来到某个村子，与相貌和漂如出一辙的少年政相遇了。
